Company,Sector,Stage,Amount($),HeadQuater,What it does,year,Founded,HeadQuarter,Founders,Investor,What_it_does,column10,Company_Brand
,Fishery,Pre-series A,4000000.0,,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,2021,2017.0,Chennai,Rajamanohar,"Rebright Partners, Flourish Ventures",,,Aquaconnect
,EdTech,,1800000.0,,A mission to educate India and make its young and dynamic population job ready.,2021,2020.0,Bangalore,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Sequoia Surge,,,Vah Vah!
,Apparel & Fashion,Pre-series A,300000.0,,Building India's version of Stitch Fix,2021,2019.0,Gurugram,Aditya B,"Titan Capital, Sequoia Capital",,,LetsDressUp
,Computer software,,150000.0,,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,2021,2019.0,Mumbai,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Parthiv Group,,,Sapio Analytics
,Human Resources,$300000,,,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,2021,2020.0,Mumbai,Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale",,,BHyve
,Renewables & Environment,Seed,,,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",2021,2019.0,Roorkee,Dr. ASIT SAHOO,Mumbai Angels Network,,,Indi Energy
,Consumer Goods,,,,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,2021,2021.0,Gurugram,"Param Bhargava, Shreedha Singh","GetVantage, Velocity, Shiprocket Capital",,,The Ayurveda Co
,Online storytelling,,48000000.0,,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",2021,2015.0,Bangalore,Ranjeet Pratap Singh,"Krafton Inc, Omidyar",,,Pratilipi
,Automotive,Pre-series A,35000000.0,,Autonomous industrial vehicle maker,2021,2017.0,Bangalore,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",,,Ati Motors
,Deeptech,Pre-series A1,300000.0,,An AR / VR tech based Start-up in Mumbai.,2021,2018.0,Mumbai,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,,,peAR
,Farming,,3000000.0,,"100% contamination free, pesticide free naturoponically grown vegetables.",2021,2019.0,Bangalore,Arjun Balaji,"Beyond Next Ventures, M Venture Partners",,,Gourmet Garden
,Consumer Goods,Pre-series A,1000000.0,,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,2021,2019.0,Mumbai,,Fireside Ventures,,,The Sleep Company
,B2B E-commerce,Seed,,,Tyreplex is digitizing the tyre dealers in India.,2021,2020.0,New Delhi,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,,,TyrePlex
,Automotive,Pre-series A,3600000.0,,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,2021,2016.0,Mumbai,Akhil Aryan,,,,ION Energy
,Insuretech,,200000000.0,,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",2021,2016.0,Bangalore,Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",,,Digit Insurance
,Food & Beverages,Series A,11000000.0,,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,2020.0,Mumbai,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",,,FRAAZO
,Food & Beverages,Series F,192000000.0,,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,2015.0,Bangalore,"Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",,,Licious
,Gaming,Series C,65000000.0,,WinZO is the largest social gaming and entertainment platform in India.,2021,2018.0,New Delhi,Paavan Nanda,Griffin Gaming Partners,,,WinZO
,Consumer Goods,,100000000.0,,Furlenco is a different furniture company.,2021,2012.0,Bangalore,Ajith Mohan Karimpana,Zinnia Global,,,Furlenco
,Aviation,Pre-series A,3000000.0,,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",2021,2014.0,Bangalore,Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",,,Skylark Drones
,IT company,Pre-series A,,,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",2021,2016.0,Gurugram,Shivam Singla,"IIFL, Mumbai Angels",,,Leegality
,Healthcare,,,,Mission is to advance global standards of assisted living and make it dignified and safer.,2021,2015.0,Pune,Ganesh Sonawane,Klub,,,Arcatron Mobility
,FinTech,,2500000.0,,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2021,2020.0,Bangalore,"Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",,,TWID
,EdTech,Early seed,,,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",2021,2020.0,Bangalore,"Aishwarya Goel, Gaurav Jhunjhnuwala",Antler India,,,PeakPerformer
,Internet,Pre-series A,1400000.0,,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",2021,2018.0,Noida,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,,,MyMobiForce
,Information Technology,,600000.0,,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,1998.0,Noida,Amrish Rau,"Fidelity, BlackRock",,,Pine Labs
,Healthcare,,2000000.0,,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2021,2015.0,Bangalore,S Ganeshprasad,Blacksoil,,,Genworks Health
,FinTech,,,,"Pocketly provides quick cash on hand, anytime - anywhere!",2021,2019.0,Bangalore,"Aarav Bhatia, Navdeesh Ahuja",,,,Pocketly
,Information Technology,Seed,370000.0,,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,2021,2019.0,Bangalore,"Lakshmana Pasala, Ram Pasala",Speciale Invest,,,Neverinstall
,Information Technology,,,,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,2021,2016.0,Bangalore,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",Canbank Venture Capital Fund,,,CoRover
,Healthcare,Pre-series B,5000000.0,,ULTIMATE app to manage chronic conditions.,2021,2015.0,New Delhi,Gautam Chopra,W Health Ventures,,,BeatO
,Cosmetics,Seed,1200000.0,,A mission to make customers healthier and Earth a little greener.,2021,2020.0,Gurugram,Harini Sivakumar,Anicut Angel Fund,,,Earth Rhythm
,Computer software,Seed,1900000.0,,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",2021,2019.0,Mumbai,"Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",,,Fountain9
,Food & Beverages,,1000000.0,,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,2021,2019.0,Bangalore,"Deepak Poduval, Hariprasad Shetty",Anand Prakash Sharma,,,Rockclimber
,EdTech,,300000.0,,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",2021,2020.0,Mumbai,Dhaval Mody,,,,SpEd@home
,Computer software,Seed,,,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",2021,2019.0,Bangalore,Arindam Choudhury,Axilor Ventures,,,CanPe
,Consumer Goods,,200000.0,,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,2021,2016.0,Ambernath,Ravi Khushwani,velocity.in,,,Green Soul
,Logistics,Series D1,41000000.0,,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,2021,2012.0,New Delhi,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",,,Shiprocket
,Retail,,144000000.0,,The next generation disruptive (social) e-commerce product for the masses.,2021,2018.0,Bangalore,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",Tiger Global,,,DealShare
,EdTech,Pre-series B,20000000.0,,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,2021,2020.0,Bangalore,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,,,Teachmint
,Transportation,Pre-series A,5000000.0,,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,2021,2017.0,Bangalore,"Vikas Chandrawat, Karan Shaha",RTP Global,,,Vahak
,Hospitality,Pre-series A,1000000.0,,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,2021,2014.0,New Delhi,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",,,goSTOPS
,Computer software,Pre-seed,,,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,2021,2020.0,New Delhi,Mehul Mohan,Antler India,,,Codedamn
,Environmental service,Pre-seed,,,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,2021,2019.0,Noida,"Vibha Mittal, Anubhav Mittal",JITO Angel Network,,,Biocraft Innovation Technology
,Construction,,5200000.0,,Powerplay helps simplify end to end Construction and Architecture project management.,2021,2020.0,Bangalore,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",,,Powerplay
,Industrial Automation,,,,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,2021,2020.0,Bangalore,"Tuhin Sharma, Pranav Srinivasan",Uday Sodhi,,,Accio Robotics
,Logistics,Series H,270000000.0,,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",2021,2011.0,Gurugram,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",,,Delhivery
,EdTech,Pre-series A,600000.0,,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,2021,2014.0,New Delhi,"Rajeev Gaba, Tarun Bhalla",Auxano,,,Avishkaar
,Job discovery platform,Seed,140000.0,,India's first District level/ Hyper Local Job discovery platform,2021,2020.0,New Delhi,Atul Pratap Singh,SucSEED Indovation Fund,,,Jobsgaar
,D2C Fashion,Seed,,,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,2021,2020.0,Gurugram,Abhishek Shah,Angelist India,,,Almo
,HealthCare,Pre-series A,1000000.0,,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,2021,2015.0,New Delhi,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",,,Breathe Well-being
,SpaceTech,Pre-seed,,,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,2021,2020.0,Chennai,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,,,GalaxEye
,HealthCare,,5000000.0,,Full Stack Digital Health Clinic,2021,2021.0,Hyderabad,Samarth Sindhi,Khosla Ventures,,,Good Health Clinic
,Home services,Series F,250000000.0,,Urban Company is an India-based company providing a marketplace for freelance labor.,2021,2014.0,New Delhi,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",,,Urban Company
,Rental,Pre-series A,1000000.0,,MYBYK is an app that provides premium bicycle sharing and rental service.,2021,2014.0,Ahmadabad,Arjit Soni,Avon Cycles,,,MYBYK
,Logistics,Series C,50000000.0,,Locus is an intelligent decision-making and automation platform for logistics.,2021,2015.0,Bangalore,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",,,Locus
,EdTech,Seed,3000000.0,,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,2021,2020.0,Bangalore,Vikas Bansal,"Matrix Partners India, 021 Capital",,,Crejo.Fun
,EdTech,Seed,500000.0,,Cohort based extracurricular course for kids,2021,2020.0,Bangalore,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",,,Bambinos
,FinTech,,8000000.0,,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,2018.0,Bangalore,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",,,KreditBee
,EdTech,Pre-series A1,400000.0,,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",2021,2016.0,Pune,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,,,Spardha
,HealthCare,,,,Onelife Nutriscience is a consumer healthcare brands company.,2021,2019.0,Mumbai,Gaurav Aggarwal,Lasons India,,,Onelife Nutriscience
,Fashion,,,,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,2021,2019.0,Bangalore,"Ganesh Balakrishnan, Utkarsh Biradar","Pankaj Chaddah, Srivatsan Rajan",,,Flatheads
,FinTech,Series A,,,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",2021,2015.0,Mumbai,Naushad Contractor,Paytm,,,Fable Fintech
,Logistics,,3000000.0,,HoliSol Logistics Is a Supply Chain Operations Company!,2021,2009.0,New Delhi,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",,,Holisol
,HealthCare,,1000000.0,,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",2021,2018.0,New Delhi,"Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",,,Now&Me
,AgriTech,Seed,400000.0,,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,2021,2019.0,Bangalore,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",,,Fyllo
,HealthCare,,,,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,2021,2020.0,Bangalore,"Shrijit Venkatesh, Snigdha Kumar",,,,Cora Health
,Mobility,,300000.0,,Meant to augment human power and not completely replace it,2021,2014.0,Chennai,Abinesh Ekambaram,The Chennai Angels,,,Blaer Motors
,EdTech,Pre-series A,3000000.0,,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,2021,2019.0,Gurugram,"Abhinav Agarwal, Anand Bakode","Venture Highway, Stellaris Venture Partners",,,Swiflearn
,FinTech,,,,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2021,2015.0,Bangalore,"Akash Sinha, Reeju Datta","State Bank of India, Y Combinator",,,Cashfree
,E-commerce,Pre-series A,2000000.0,,B2B Mobile Commerce Platform,2021,2017.0,Mumbai,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",,,QuickSell
,Heathcare,Series A,5000000.0,,Truemeds is a health-tech startup.,2021,2019.0,Mumbai,"Akshat Nayyar, Kunal Wani",InfoEdge,,,Truemeds
,E-commerce,,3000000.0,,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,2021,2015.0,New Delhi,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",,,Candes
,Heathcare,,3000000.0,,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,2000.0,Bangalore,"Satish Kannan, Enbasekar","Stride Ventures, InnoVen Capital",,,MediBuddy
,Food & Beverages,Pre-series A,300000.0,,F5 is a foods and beverages company.,2021,2018.0,New Delhi,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",,,F5
,FinTech,,6000000.0,,Capital Float is an online platform that provides working capital finance to SMEs in India.,2021,2013.0,Bangalore,"Gaurav Hinduja, Sashank Rishyasringa","Triodos Investment Management, SAIF Partners",,,Capital Float
,IT startup,Seed,100000.0,,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",2021,2019.0,Panchkula,Pramod Sharma,,,,IntelleWings
,Logistics,,1000000.0,,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,2021,2016.0,New Delhi,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,,,Shyplite
